feature_type,major_group,english_term,english_name,korean_name,meaning_flavor,meaning_source_type,meaning_source_detail,meaning_evidence_level,meaning_last_updated
chemical,효모(Yeast) / 에스터,heptyl.acetate,heptyl acetate,heptyl acetate,"pear, fruity, sweet 계열 향/풍미; 기원: Yeast; 분류: Ester",paper,paper: Supplementary Table S1 (flavor fields),direct,2026-01-22
chemical,효모(Yeast) / 알코올,X4.methyl.1.pentanol,4-methyl-1-pentanol,4-methyl-1-pentanol,nutty 계열 향/풍미; 기원: Yeast; 분류: Alcohol,paper,paper: Supplementary Table S1 (flavor fields),direct,2026-01-22
chemical,홉(Hops) / 테르페노이드(홉/향료),neo.allo.ocimene,neo-allo-ocimene,네오-알로-오시멘,"향/풍미: 시트러스·열대과일 + 그린/테르페닉 노트(ocimene 계열) (citrus/tropical, green, terpenic (ocimene family)). 맥주에서 ocimene(이성질체) 계열은 floral/green 또는 citrus/tropical/woody 노트로 기술됨",webdb,web/DB: The Good Scents Company(ocimene/beta-ocimene odor descriptions),inferred,2026-01-22
chemical,효모(Yeast) / 알코올,x.methyl.1.octanol,x-methyl-1-octanol,메틸-1-옥탄올(이성질체),"향/풍미: 플로럴(로즈)·왁시·시트러스 노트(브랜치드 옥탄올 계열 유사체 기반) (floral/rose, waxy, citrus (branched octanol analog)). 맥주에서 해당 이성질체별 직접 기술이 제한적이라, dimethyl-octanol의 organoleptic 기술을 유사 근거로 사용",webdb,"web/DB: The Good Scents Company(dimethyl octanol: FLORAL, ROSE, WAXY, CITRUS) (analog)",inferred,2026-01-22
chemical,홉(Hops) / 테르페노이드(홉/향료),trans.dihydro.beta.terpineol,trans-dihydro-β-terpineol,트랜스-디하이드로-β-테르피네올,향/풍미: 파인·테르페닉 + 플로럴(라일락) 뉘앙스 (coniferous/floral/pine/terpenic (dihydroterpineol family)). 맥주에서 dihydroterpineol은 pine/terpenic 및 floral(라일락) 노트로 기술됨,webdb,web/DB: The Good Scents Company(dihydroterpineol odor: coniferous/floral/pine/terpenic),inferred,2026-01-22
chemical,홉(Hops) / 테르페노이드(홉/향료),cis.beta.terpineol,cis-β-terpineol,시스-β-테르피네올,"향/풍미: 우디·어시(earthy) + 테르페닉 (pungent woody–earthy (β-terpineol, p-menth-8-en-1-ol)). 맥주에서 모노테르펜 알코올로 woody/earthy 계열 배경향에 기여 가능",webdb,"web/DB: ChemicalBook(β-terpineol: pungent, woody–earthy)",direct,2026-01-22
chemical,효모(Yeast) / 알코올,y.methyl.1.octanol,y-methyl-1-octanol,메틸-1-옥탄올(이성질체),"향/풍미: 플로럴(로즈)·왁시·시트러스 노트(브랜치드 옥탄올 계열 유사체 기반) (floral/rose, waxy, citrus (branched octanol analog)). 맥주에서 해당 이성질체별 직접 기술이 제한적이라, dimethyl-octanol의 organoleptic 기술을 유사 근거로 사용",webdb,"web/DB: The Good Scents Company(dimethyl octanol: FLORAL, ROSE, WAXY, CITRUS) (analog)",inferred,2026-01-22
chemical,기타(숙성/향신료/첨가) / 테르페노이드(홉/향료),camphor,camphor,camphor,"herbal, spicy, woody 계열 향/풍미; 기원: Spices; 분류: Terpenoid",paper,paper: Supplementary Table S1 (flavor fields),direct,2026-01-22
chemical,효모(Yeast) / 에스터,isobutyl.hexanoate,isobutyl hexanoate,isobutyl hexanoate,"fruity, pineapple 계열 향/풍미; 기원: Yeast; 분류: Ester",paper,paper: Supplementary Table S1 (flavor fields),direct,2026-01-22
chemical,홉(Hops) / 테르페노이드(홉/향료),nerol.oxide,nerol oxide,nerol oxide,"green, herbal, narcissus 계열 향/풍미; 기원: Hops; 분류: Terpenoid",paper,paper: Supplementary Table S1 (flavor fields),direct,2026-01-22
chemical,맥아(Malt) / 알데하이드,X.E..2.nonenal,E-2-nonenal,E-2-nonenal,"papery, cardboard, stale 계열 향/풍미; 기원: Malt, Aging; 분류: Aldehyde",paper,paper: Supplementary Table S1 (flavor fields),direct,2026-01-22
chemical,홉(Hops) / 테르페노이드(홉/향료),cis.dihydro.beta.terpineol,cis-dihydro-β-terpineol,시스-디하이드로-β-테르피네올,"향/풍미: 파인·테르페닉 + 라임/우디 (sweet pine, terpenic, lime, woody (dihydroterpineol family)). 맥주에서 dihydroterpineol 계열은 coniferous/floral/pine/terpenic 노트로 기술됨",webdb,web/DB: The Good Scents Company(alpha-dihydroterpineol / dihydroterpineol odor description),inferred,2026-01-22
chemical,효모(Yeast) / 페놀,X4.ethyl.phenol,4-ethyl-phenol,4-ethyl-phenol,"phenolic, smoky 계열 향/풍미; 기원: Yeast, Wood; 분류: Phenol",paper,paper: Supplementary Table S1 (flavor fields),direct,2026-01-22
chemical,기타(숙성/향신료/첨가) / 테르페노이드(홉/향료),isoborneol,isoborneol,이소보르네올,"향/풍미: 솔잎/송진 + 캠퍼(camphor) 계열 (pine, camphoraceous (isoborneol)). 맥주에서 모노테르펜 알코올로, 허브/침엽수·캠퍼 계열 향에 기여",webdb,web/DB: The Good Scents Company(isoborneol: pine camphoraceous),direct,2026-01-22
chemical,효모(Yeast) / 에스터,ethyl.benzoate,ethyl benzoate,ethyl benzoate,"fruity, sweet, wintergreen 계열 향/풍미; 기원: Yeast; 분류: Ester",paper,paper: Supplementary Table S1 (flavor fields),direct,2026-01-22
chemical,효모(Yeast) / 알코올,n.nonanol,n-nonanol,n-nonanol,"coconut, walnut, oily 계열 향/풍미; 기원: Yeast; 분류: Alcohol",paper,paper: Supplementary Table S1 (flavor fields),direct,2026-01-22
chemical,기타(숙성/향신료/첨가) / 테르페노이드(홉/향료),terpinen.4.ol,terpinen-4-ol,terpinen-4-ol,"woody, ceding, menthlic, citrus 계열 향/풍미; 기원: Spices; 분류: Terpenoid",paper,paper: Supplementary Table S1 (flavor fields),direct,2026-01-22
chemical,효모(Yeast) / 에스터,diethyl.succinate,diethyl succinate,diethyl succinate,"Fruity, apples 계열 향/풍미; 기원: Aging, Yeast; 분류: Ester",paper,paper: Supplementary Table S1 (flavor fields),direct,2026-01-22
chemical,효모(Yeast) / 에스터,vinyl.caprylate,vinyl caprylate,비닐 카프릴레이트(비닐 옥타노에이트),"향/풍미: 에틸렌(비닐) 옥타노에이트 — '특유의 향'으로만 기술되는 경우가 많음 (vinyl octanoate (characteristic odor)). 맥주에서 자료에 따라 구체적 향기 기술이 제한적이라, 중장쇄 에스터로서의 약한 과일/왁시 계열 가능성이 있음(근거 제한)",webdb,web/DB: BenchChem tech guide/solubility pages: characteristic odor (limited detail),inferred,2026-01-22
chemical,홉(Hops) / 테르페노이드(홉/향료),X1.alpha.terpineol,1-α-terpineol,1-α-terpineol,"pine, floral 계열 향/풍미; 기원: Hops, Yeast; 분류: Terpenoid",paper,paper: Supplementary Table S1 (flavor fields),direct,2026-01-22
chemical,홉(Hops) / 테르페노이드(홉/향료),ethyl..E..linalool,ethyl linalool,ethyl linalool,"Bergamot, floral 계열 향/풍미; 기원: Hops; 분류: Terpenoid",paper,paper: Supplementary Table S1 (flavor fields),direct,2026-01-22
chemical,효모(Yeast) / 에스터,ethyl.nicotinate,ethyl nicotinate,ethyl nicotinate,"grainy, medicinal, stale 계열 향/풍미; 기원: Yeast, Aging; 분류: Ester",paper,paper: Supplementary Table S1 (flavor fields),direct,2026-01-22
chemical,홉(Hops) / 테르페노이드(홉/향료),citronellol,citronellol,시트로넬롤,"floral, citrus, roses 계열 향/풍미; 기원: Hops, Spices; 분류: Terpenoid",paper,paper: Supplementary Table S1 (flavor fields),direct,2026-01-22
chemical,홉(Hops) / 테르페노이드(홉/향료),nerol,nerol,nerol,"floral, citrus, roses 계열 향/풍미; 기원: Hops; 분류: Terpenoid",paper,paper: Supplementary Table S1 (flavor fields),direct,2026-01-22
chemical,맥아(Malt) / 알데하이드,hydroxy.methyl.furfural,5-hydroxymethylfurfural,5-hydroxymethylfurfural,"stale, vegetable oil, paper 계열 향/풍미; 기원: Malt; 분류: Aldehyde",paper,paper: Supplementary Table S1 (flavor fields),direct,2026-01-22
chemical,홉(Hops) / 테르페노이드(홉/향료),E.ocimenone,ocimenone,오시메논,향/풍미: 아로마틱-프루티(특히 Tagetes oil에서 'strong aromatic-fruity')로 기술 (aromatic-fruity (ocimenone in Tagetes oil)). 맥주에서 Tagetes(메리골드) 오일의 주요 성분으로 과일향 효과(fruity effect)에 사용된다고 기술됨,webdb,web/DB: Tagetes oil description (ocimenone included; aromatic-fruity oil),inferred,2026-01-22
chemical,기타(숙성/향신료/첨가) / 알데하이드,cumin.aldehyde,cuminaldehyde,cuminaldehyde,cumin seed 계열 향/풍미; 기원: Spices; 분류: Aldehyde,paper,paper: Supplementary Table S1 (flavor fields),direct,2026-01-22
chemical,효모(Yeast) / 에스터,ethyl.phenylacetate,ethyl phenylacetate,에틸 페닐아세테이트,"honey, roses, floral 계열 향/풍미; 기원: Aging, Yeast; 분류: Ester",paper,paper: Supplementary Table S1 (flavor fields),direct,2026-01-22
chemical,효모(Yeast) / 에스터,isopentyl.hexanoate,isopentyl hexanoate,isopentyl hexanoate,"fruity, banana, pineapple 계열 향/풍미; 기원: Yeast; 분류: Ester",paper,paper: Supplementary Table S1 (flavor fields),direct,2026-01-22
chemical,홉(Hops) / 테르페노이드(홉/향료),geraniol,geraniol,게라니올,"floral, citrus, roses 계열 향/풍미; 기원: Hops; 분류: Terpenoid",paper,paper: Supplementary Table S1 (flavor fields),direct,2026-01-22
chemical,홉(Hops) / 테르페노이드(홉/향료),beta.cyclohomocitral,β-cyclohomocitral,β-사이클로호모시트랄,향/풍미: 캠퍼러스(camphoreous) + 쿨링(cooling) 노트 (camphoreous odor; cooling flavor (β-homocyclocitral)). 맥주에서 모노테르펜 알데하이드 계열로 쿨링/허브-캠퍼 인상에 연결됨,webdb,web/DB: The Good Scents Company(beta-homocyclocitral),direct,2026-01-22
chemical,기타(숙성/향신료/첨가) / 알데하이드,E.cinnamaldehyde,cinnamaldehyde,cinnamaldehyde,"cinnamon, sweet 계열 향/풍미; 기원: Spices; 분류: Aldehyde",paper,paper: Supplementary Table S1 (flavor fields),direct,2026-01-22
chemical,효모(Yeast) / 알코올,n.decanol,n-decanol,n-decanol,"coconut, walnut, oily 계열 향/풍미; 기원: Yeast; 분류: Alcohol",paper,paper: Supplementary Table S1 (flavor fields),direct,2026-01-22
chemical,홉(Hops) / 테르페노이드(홉/향료),neryl.formate,neryl formate,neryl formate,"floral, rose, herbal 계열 향/풍미; 기원: Hops; 분류: Terpenoid",paper,paper: Supplementary Table S1 (flavor fields),direct,2026-01-22
chemical,효모(Yeast) / 페놀,X4.ethyl.guaiacol,4-ethyl-guaiacol,4-ethyl-guaiacol,"phenolic, medicinal, spicy, woody, bacon 계열 향/풍미; 기원: Yeast, Wood; 분류: Phenol",paper,paper: Supplementary Table S1 (flavor fields),direct,2026-01-22
chemical,홉(Hops) / 케톤,X2.undecanone,2-undecanone,2-undecanone,"varnish, bitter, green, geranium 계열 향/풍미; 기원: Hops, Yeast; 분류: Ketone",paper,paper: Supplementary Table S1 (flavor fields),direct,2026-01-22
chemical,홉(Hops) / 테르페노이드(홉/향료),trans.dihydro.alpha.terpinyl.acetate,trans-dihydro-α-terpinyl acetate,트랜스-디하이드로-α-테르피닐 아세테이트,"향/풍미: 파인·시트러스·우디·라임/코롱 느낌 (pine, citrus, woody, lime, cologne-like (dihydroterpinyl acetate)). 맥주에서 테르펜 아세테이트로 '코롱/시트러스-파인' 톱노트에 기여",webdb,web/DB: The Good Scents Company(dihydroterpinyl acetate odor description),direct,2026-01-22
chemical,홉(Hops) / 테르페노이드(홉/향료),terpinen.4.ol.acetate,terpinen-4-ol acetate,터피넨-4-일 아세테이트,"향/풍미: 파인/허브 계열(terpinen-4-ol의 pine odor 기반) + 약한 에스터 스위트 (pine/herbal (inferred from terpinen-4-ol) + sweet ester nuance). 맥주에서 terpinen-4-ol은 pine odor로 기술되며, acetate 에스터화는 더 부드럽고 달콤한 허브/코롱 방향으로 이동하는 경향",webdb,web/DB: PubChem(terpinen-4-ol pine odor) + GoodScents(terpinyl acetate/dihydroterpinyl acetate profiles),inferred,2026-01-22
chemical,홉(Hops) / 알코올,X2.undecanol,2-undecanol,2-undecanol,"perfumed, sweet, coconut, varnish, musty 계열 향/풍미; 기원: Hops; 분류: Alcohol",paper,paper: Supplementary Table S1 (flavor fields),direct,2026-01-22
chemical,홉(Hops) / 테르페노이드(홉/향료),delta.terpinyl.acetate,terpiryl acetate,터피릴(테르피닐) 아세테이트,향/풍미: 베르가못·라벤더·파인 + 달콤한 허브/플로럴 (sweet herbal; bergamot/pine/lavender/floral (terpinyl/terpineol acetate mixture)). 맥주에서 테르펜 아세테이트로 '향 고정 + 톱노트' 성격의 허브/시트러스 인상을 부여,webdb,web/DB: The Good Scents Company(terpineol acetate / terpinyl acetate odor),direct,2026-01-22
chemical,효모(Yeast) / 알데하이드,X.E.E..2.4.decadienal,"E,E-2,4-decadienal","E,E-2,4-decadienal","oily, rancid, papery 계열 향/풍미; 기원: Aging, Yeast; 분류: Aldehyde",paper,paper: Supplementary Table S1 (flavor fields),direct,2026-01-22
chemical,홉(Hops) / 테르페노이드(홉/향료),methyl.geranate,methyl geranate,methyl geranate,"waxy, green, fruity, floral 계열 향/풍미; 기원: Hops; 분류: Terpenoid",paper,paper: Supplementary Table S1 (flavor fields),direct,2026-01-22
chemical,홉(Hops) / 테르페노이드(홉/향료),car.3.en.2.one,car-3-en-2-one,카르-3-엔-2-온,"향/풍미: 스위트·펑전트 + 침엽수/우디(3-carene 계열 기반) (sweet, pungent; fir-needle/musky-earth/woodland (carene family)). 맥주에서 carene이 fir needle/우디·머스키 흙내로 기술되며, carene 유도체(oxygenated monoterpene)도 유사한 침엽수/우디 방향으로 보고될 가능성이 있음(근거 제한)",webdb,web/DB: Wikipedia/PubChem(3-carene odor) + general terpene ketone aroma notes (limited),inferred,2026-01-22
chemical,홉(Hops) / 테르페노이드(홉/향료),dimethoxy..E..citral,dimethoxy-E-citral,시트랄 디메틸 아세탈(디메톡시-시트랄),"향/풍미: 시트러스·버베나(레몬) — citral보다 부드러운 레몬향 (citrus, verbena/lemon (citral dimethyl acetal)). 맥주에서 모노테르펜 계열의 레몬/시트러스 톱노트에 기여",webdb,web/DB: The Good Scents Company(citral dimethyl acetal odor description),direct,2026-01-22
chemical,효모(Yeast) / 에스터,X2.butyloctanoate,2-butyl octanoate,2-butyl octanoate,buttery 계열 향/풍미; 기원: Yeast; 분류: Ester,paper,paper: Supplementary Table S1 (flavor fields),direct,2026-01-22
chemical,기타(숙성/향신료/첨가) / 알데하이드,X4.methoxysalicylaldehyde,4-methoxysalicylaldehyde,4-methoxysalicylaldehyde,vanilla 계열 향/풍미; 기원: Spices; 분류: Aldehyde,paper,paper: Supplementary Table S1 (flavor fields),direct,2026-01-22
chemical,기타(숙성/향신료/첨가) / 에스터,ethyl.hydrocinnamate,ethyl hydrocinnamate,ethyl hydrocinnamate,floral 계열 향/풍미; 기원: Spices; 분류: Ester,paper,paper: Supplementary Table S1 (flavor fields),direct,2026-01-22
chemical,효모(Yeast) / 테르페노이드(홉/향료),eugenol,eugenol,eugenol,"clove, sweet, dentist 계열 향/풍미; 기원: Spices, Yeast, Wood; 분류: Terpenoid",paper,paper: Supplementary Table S1 (flavor fields),direct,2026-01-22
chemical,효모(Yeast) / 케톤,gamma.nonalactone,gamma-nonalactone,gamma-nonalactone,"coconut, vanilla, glue 계열 향/풍미; 기원: Aging, Yeast; 분류: Ketone",paper,paper: Supplementary Table S1 (flavor fields),direct,2026-01-22
chemical,기타(숙성/향신료/첨가) / 테르페노이드(홉/향료),methyl.para.anisate,methyl para-anisate,메틸 p-아니세이트,향/풍미: 아니스(회향)·달콤·바닐라/초콜릿 뉘앙스 (anise; sweet; vanilla/spicy (methyl p-anisate)). 맥주에서 향신료(아니스) 계열의 sweet-spicy 노트에 연결되는 방향으로 기술됨,webdb,web/DB: The Good Scents Company(methyl p-anisate odor list) + Sigma-Aldrich(anise-like aroma),direct,2026-01-22
chemical,홉(Hops) / 케톤,X.E..beta.damascenone,E-β-damascenone,E-β-damascenone,"apple, honey, fruity 계열 향/풍미; 기원: Hops, Aging; 분류: Ketone",paper,paper: Supplementary Table S1 (flavor fields),direct,2026-01-22
chemical,효모(Yeast) / 에스터,ethyl..9..decenoate,ethyl 9-decenoate,에틸 9-데세노에이트,"향/풍미: 과일(fruity) + 지방감/오일리(fatty) 노트 (fruity, fatty (ethyl 9-decenoate)). 맥주에서 중장쇄 불포화 에스터로 과일향에 지방/왁시한 뉘앙스를 더할 수 있음",webdb,web/DB: The Good Scents Company(ethyl 9-decenoate odor description),direct,2026-01-22
chemical,효모(Yeast) / 페놀,vanillin,vanillin,vanillin,"vanilla, sweet 계열 향/풍미; 기원: Yeast, Spices, Wood; 분류: Phenol",paper,paper: Supplementary Table S1 (flavor fields),direct,2026-01-22
chemical,야생미생물/세균(Wild flora) / 테르페노이드(홉/향료),geosmin,geosmin,geosmin,"earthy, humus 계열 향/풍미; 기원: Bacteria; 분류: Terpenoid",paper,paper: Supplementary Table S1 (flavor fields),direct,2026-01-22
chemical,기타(숙성/향신료/첨가) / 알데하이드,dodecanal,dodecanal,dodecanal,"caprylic, soapy, waxy 계열 향/풍미; 기원: Spices; 분류: Aldehyde",paper,paper: Supplementary Table S1 (flavor fields),direct,2026-01-22
chemical,홉(Hops) / 테르페노이드(홉/향료),X4.8.alpha.epoxy.caryophyllane,"4,8-α-epoxy-caryophyllene","4,8-α-epoxy-caryophyllene","향/풍미: 머스티/우디 + 스파이시·허브(산화된 홉 테르페노이드 계열) (musty, woody, spicy, herbal (oxygenated sesquiterpenoids)). 맥주에서 홉 오일 산화물/산소화 세스퀴테르펜은 'kettle hoppy/noble'의 spicy·herbal 인상과 연관된다고 보고됨",webdb,"web/DB: BrewingScience(oxygenated sesquiterpenoids spicy/herbal), Hop essential oil review(humulene epoxides/caryophyllene oxide musty/floral/spicy), Hop & Brew School PDF(humulene oxide/caryophyllene oxide musty/floral/spicy/woody)",inferred,2026-01-22
chemical,홉(Hops) / 테르페노이드(홉/향료),E.caryophyllene,caryophyllene,caryophyllene,"woody, spicy, floral 계열 향/풍미; 기원: Hops; 분류: Terpenoid",paper,paper: Supplementary Table S1 (flavor fields),direct,2026-01-22
chemical,홉(Hops) / 테르페노이드(홉/향료),X.E..alpha.ionone,E-α-ionone,E-α-ionone,"floral, violet 계열 향/풍미; 기원: Hops; 분류: Terpenoid",paper,paper: Supplementary Table S1 (flavor fields),direct,2026-01-22
chemical,기타(숙성/향신료/첨가) / 에스터,perillyl.acetate,perillyl acetate,perillyl acetate,"fruiy, geranium, herbal, spicy, floral 계열 향/풍미; 기원: Spices; 분류: Ester",paper,paper: Supplementary Table S1 (flavor fields),direct,2026-01-22
chemical,홉(Hops) / 테르페노이드(홉/향료),beta.humulene,β-humulene,β-humulene,"earthy, woody, spicy 계열 향/풍미; 기원: Hops; 분류: Terpenoid",paper,paper: Supplementary Table S1 (flavor fields),direct,2026-01-22
chemical,효모(Yeast) / 에스터,X2.phenyl.ethyl.butyrate,2-phenyl ethyl butyrate,2-phenyl ethyl butyrate,"floral, musty 계열 향/풍미; 기원: Yeast; 분류: Ester",paper,paper: Supplementary Table S1 (flavor fields),direct,2026-01-22
chemical,홉(Hops) / 테르페노이드(홉/향료),X.Z..beta.farnesene,Z-β-farnesene,Z-β-farnesene,"woody, citrus, sweet 계열 향/풍미; 기원: Hops; 분류: Terpenoid",paper,paper: Supplementary Table S1 (flavor fields),direct,2026-01-22
chemical,효모(Yeast) / 에스터,pentyl.octanoate,pentyl octanoate,pentyl octanoate,"earthy, wine 계열 향/풍미; 기원: Yeast; 분류: Ester",paper,paper: Supplementary Table S1 (flavor fields),direct,2026-01-22
chemical,홉(Hops) / 테르페노이드(홉/향료),X.E..beta.farnesene,E-β-farnesene,E-β-farnesene,"woody, citrus, sweet 계열 향/풍미; 기원: Hops; 분류: Terpenoid",paper,paper: Supplementary Table S1 (flavor fields),direct,2026-01-22
chemical,효모(Yeast) / 에스터,X2.methylbutyl.octanoate,2-methylbutyl octanoate,2-메틸부틸 옥타노에이트,"향/풍미: 과일(fruity) + 왁시(waxy) 노트 (fruity, waxy (2-methylbutyl octanoate)). 맥주에서 중장쇄 에스터로 과일향에 왁시/오일리한 질감을 더하는 방향으로 보고됨",webdb,web/DB: PMC (fermented apple musts: fruity & waxy) + Ventos spec sheet (fruity/green/apple/pineapple/waxy for isoamyl octanoate mix),direct,2026-01-22
chemical,홉(Hops) / 테르페노이드(홉/향료),alpha.humulene,α-humulene,α-humulene,"balsamic, floral, grassy, herbal, spicy 계열 향/풍미; 기원: Hops; 분류: Terpenoid",paper,paper: Supplementary Table S1 (flavor fields),direct,2026-01-22
chemical,홉(Hops) / 테르페노이드(홉/향료),neryl.propanoate,neryl propanoate,neryl propanoate,"fruity, berry, jam, floral 계열 향/풍미; 기원: Hops; 분류: Terpenoid",paper,paper: Supplementary Table S1 (flavor fields),direct,2026-01-22
chemical,홉(Hops) / 테르페노이드(홉/향료),X9.epi..E..caryophyllene,9-epi-E-caryophyllene,9-epi-E-caryophyllene,"향/풍미: 머스티/우디 + 스파이시·허브(산화된 홉 테르페노이드 계열) (musty, woody, spicy, herbal (oxygenated sesquiterpenoids)). 맥주에서 홉 오일 산화물/산소화 세스퀴테르펜은 'kettle hoppy/noble'의 spicy·herbal 인상과 연관된다고 보고됨",webdb,"web/DB: BrewingScience(oxygenated sesquiterpenoids spicy/herbal), Hop essential oil review(humulene epoxides/caryophyllene oxide musty/floral/spicy), Hop & Brew School PDF(humulene oxide/caryophyllene oxide musty/floral/spicy/woody)",inferred,2026-01-22
chemical,기타(숙성/향신료/첨가) / 에스터,ethyl..E..cinnamate,ethyl cinnamate,ethyl cinnamate,"fruity, sweet 계열 향/풍미; 기원: Aging, Spices; 분류: Ester",paper,paper: Supplementary Table S1 (flavor fields),direct,2026-01-22
chemical,홉(Hops) / 테르페노이드(홉/향료),linalool.isovalerate,linalyl isovalerate,linalyl isovalerate,"herbal, citrus, bergamot, lavender 계열 향/풍미; 기원: Hops; 분류: Terpenoid",paper,paper: Supplementary Table S1 (flavor fields),direct,2026-01-22
chemical,홉(Hops) / 테르페노이드(홉/향료),alpha.terpinyl.isobutanoate,α-terpinyl isobutanoate,α-테르피닐 이소부티레이트,향/풍미: 플로럴(terpinyl isobutyrate로 기술) (floral odor (terpinyl isobutyrate)). 맥주에서 테르펜 에스터로 꽃향 계열(라일락/플로럴) 톱노트에 기여 가능,webdb,web/DB: The Good Scents Company(terpinyl isobutyrate: floral odor type),direct,2026-01-22
chemical,효모(Yeast) / 알코올,n.dodecanol,n-dodecanol,n-dodecanol,"fatty, coconut, banana 계열 향/풍미; 기원: Yeast; 분류: Alcohol",paper,paper: Supplementary Table S1 (flavor fields),direct,2026-01-22
chemical,홉(Hops) / 테르페노이드(홉/향료),germacrene.D,germacrene D,germacrene D,"woody, spicy 계열 향/풍미; 기원: Hops; 분류: Terpenoid",paper,paper: Supplementary Table S1 (flavor fields),direct,2026-01-22
chemical,홉(Hops) / 테르페노이드(홉/향료),X.E..beta.ionone,E-β-ionone,E-β-ionone,"raspberry, cedar, violets 계열 향/풍미; 기원: Hops; 분류: Terpenoid",paper,paper: Supplementary Table S1 (flavor fields),direct,2026-01-22
chemical,기타(숙성/향신료/첨가) / 테르페노이드(홉/향료),valencene,valencene,valencene,"citrus, green oil, wood 계열 향/풍미; 기원: Spices; 분류: Terpenoid",paper,paper: Supplementary Table S1 (flavor fields),direct,2026-01-22
chemical,홉(Hops) / 테르페노이드(홉/향료),neryl.isobutanoate,neryl isobutanoate,neryl isobutanoate,"fruity, raspberry, strawberry 계열 향/풍미; 기원: Hops; 분류: Terpenoid",paper,paper: Supplementary Table S1 (flavor fields),direct,2026-01-22
chemical,기타(숙성/향신료/첨가) / 테르페노이드(홉/향료),E.methyl.isoeugenol,methyl isoeugenol,methyl isoeugenol,spicy 계열 향/풍미; 기원: Spices; 분류: Terpenoid,paper,paper: Supplementary Table S1 (flavor fields),direct,2026-01-22
chemical,홉(Hops) / 테르페노이드(홉/향료),X.Z..dihydro.apofarnesal,Z-dihydro-apofarnesal,Z-디하이드로-아포파르네살,"향/풍미: 플로럴·알데하이딕(뮤게) + 워터리 (fresh floral aldehydic (dihydrofarnesal)). 맥주에서 이성질체별 차이는 있을 수 있으나, dihydrofarnesal 계열은 플로럴-알데하이딕으로 기술됨",webdb,web/DB: Patent on dihydrofarnesal odor description,inferred,2026-01-22
chemical,기타(숙성/향신료/첨가) / 페놀,butylated.hydroxytoluene,butylated hydroxytoluene,부틸화 하이드록시톨루엔(BHT),향/풍미: 아주 약한 페놀릭(크레졸/머스티) 노트; 항산화제 (slight phenolic (BHT) odor). 맥주에서 산화 억제를 위한 첨가/보존 목적. 향 자체는 매우 약하거나 거의 무취로 보고되기도 함,webdb,web/DB: Wikipedia(BHT odor slight phenolic) + PerfumersWorld(faint phenolic),direct,2026-01-22
chemical,홉(Hops) / 테르페노이드(홉/향료),X.E..dihydro.apofarnesal,E-dihydro-apofarnesal,E-디하이드로-아포파르네살,향/풍미: 플로럴·알데하이딕(뮤게/은방울꽃) + 워터리/오존 (fresh floral aldehydic; lily-of-the-valley; watery/ozone (dihydrofarnesal)). 맥주에서 향료 문헌/특허에서 muguet(은방울꽃)·워터리 플로럴 계열로 기술됨,webdb,web/DB: Patent on dihydrofarnesal odor description,direct,2026-01-22
chemical,홉(Hops) / 테르페노이드(홉/향료),Z.nerolidol,Z-nerolidol,Z-nerolidol,floral 계열 향/풍미; 기원: Hops; 분류: Terpenoid,paper,paper: Supplementary Table S1 (flavor fields),direct,2026-01-22
chemical,기타(숙성/향신료/첨가) / 알데하이드,X.E..ortho.methoxy.cinnamaldehyde,E-ortho-methoxy cinnamaldehyde,E-ortho-methoxy cinnamaldehyde,"spicy, cinnamon, medicinal 계열 향/풍미; 기원: Spices; 분류: Aldehyde",paper,paper: Supplementary Table S1 (flavor fields),direct,2026-01-22
chemical,홉(Hops) / 테르페노이드(홉/향료),alpha.calacorene,α-calacorene,α-calacorene,woody 계열 향/풍미; 기원: Hops; 분류: Terpenoid,paper,paper: Supplementary Table S1 (flavor fields),direct,2026-01-22
chemical,홉(Hops) / 테르페노이드(홉/향료),E.nerolidol,E-nerolidol,E-nerolidol,floral 계열 향/풍미; 기원: Hops; 분류: Terpenoid,paper,paper: Supplementary Table S1 (flavor fields),direct,2026-01-22
chemical,홉(Hops) / 테르페노이드(홉/향료),dihydroisocaryophyllene.epoxide,dihydroisocaryophyllene epoxide,dihydroisocaryophyllene epoxide,"woody, tabacco 계열 향/풍미; 기원: Hops; 분류: Terpenoid",paper,paper: Supplementary Table S1 (flavor fields),direct,2026-01-22
chemical,홉(Hops) / 테르페노이드(홉/향료),caryophyllene.alcohol,caryophyllene alcohol,caryophyllene alcohol,"Spicy, moss, earthy 계열 향/풍미; 기원: Hops; 분류: Terpenoid",paper,paper: Supplementary Table S1 (flavor fields),direct,2026-01-22
chemical,홉(Hops) / 테르페노이드(홉/향료),neryl.isovalerate,neryl isovalerate,neryl isovalerate,"floral, citrus, sage, bergamot 계열 향/풍미; 기원: Hops; 분류: Terpenoid",paper,paper: Supplementary Table S1 (flavor fields),direct,2026-01-22
chemical,기타(숙성/향신료/첨가) / 테르페노이드(홉/향료),spathulenol,spathulenol,spathulenol,"herbal, earthy, fruity 계열 향/풍미; 기원: Spices; 분류: Terpenoid",paper,paper: Supplementary Table S1 (flavor fields),direct,2026-01-22
chemical,홉(Hops) / 테르페노이드(홉/향료),caryophyllene.oxide,caryophyllene oxide,caryophyllene oxide,"woody, cedar, spicy 계열 향/풍미; 기원: Hops; 분류: Terpenoid",paper,paper: Supplementary Table S1 (flavor fields),direct,2026-01-22
