Beer_Index,Barcode,Name_English,Name_Korean,Tasting_Category_Fine,ABV,출처
19,5.42503E+12,Pauwel Kwak,Pauwel Kwak,Amber,0.911157609,원본CSV:Final_250_Beer_Master_List_Ultimate; OpenFoodFacts:no_record
145,5.41515E+12,Affligem Blonde,아플리젬 블론드,Saison,0.83282813,원본CSV:Final_250_Beer_Master_List_Ultimate; OpenFoodFacts:no_record
125,5.41396E+12,XX Bitter,XX Bitter,Blond,0.773786445,원본CSV:Final_250_Beer_Master_List_Ultimate; OpenFoodFacts:match(score=100.0)
6,8.71141E+12,La Trappe Isidor,라 트라페 Isidor,Amber,0.882524538,원본CSV:Final_250_Beer_Master_List_Ultimate; OpenFoodFacts:match(score=100.0)
212,5.42501E+12,Troubadour Obscura,트루바두르 Obscura,Stout/Porter,0.905256049,원본CSV:Final_250_Beer_Master_List_Ultimate; OpenFoodFacts:no_record
78,5.42501E+12,GOUDEN CAROLUS CLASSIC,GOUDEN CAROLUS CLASSIC,Brown,0.943494516,원본CSV:Final_250_Beer_Master_List_Ultimate; OpenFoodFacts:match(score=100.0)
234,5.42503E+12,Achel 8 Blond,아헬 8 블론드,Blond,0.881669908,원본CSV:Final_250_Beer_Master_List_Ultimate; OpenFoodFacts:no_record
147,5.41211E+12,Bouteille De Bière Satan Gold 8°,Bouteille De Bière Satan Gold 8°,Tripel,0.866582677,원본CSV:Final_250_Beer_Master_List_Ultimate; OpenFoodFacts:match(score=100.0)
66,5.41398E+12,Triple,트리펠,Tripel,0.949390007,원본CSV:Final_250_Beer_Master_List_Ultimate; OpenFoodFacts:match(score=100.0)
249,9.12004E+12,Nivard Trappistenbier,Nivard Trappistenbier,Blond,0.804820679,원본CSV:Final_250_Beer_Master_List_Ultimate; OpenFoodFacts:match(score=100.0)
104,5.41286E+12,Trappistes Rochefort 8,Trappistes 로슈포르 8,Strong ale,0.941262909,원본CSV:Final_250_Beer_Master_List_Ultimate; OpenFoodFacts:match(score=100.0)
101,5.42504E+12,Baptist Blond,Baptist 블론드,Blond,0.870403905,원본CSV:Final_250_Beer_Master_List_Ultimate; OpenFoodFacts:no_record
237,5.43E+12,Westvleteren 8 (Extra),베스트블레테렌 8 (Extra),Brown,0.95616843,원본CSV:Final_250_Beer_Master_List_Ultimate; BarcodeFix:replace_with_published_EAN(high (multiple retailer sources)); ExternalEANMatch:sklepimpuls/slijterijberendsen; OpenFoodFacts:no_record; Status:match_confirmed
127,54138278,Keizer Karel Ommegang Blond 33 CL Fles,Keizer Karel Ommegang 블론드 33 CL Fles,Blond,0.923632533,원본CSV:Final_250_Beer_Master_List_Ultimate; OpenFoodFacts:match(score=100.0)
245,5.41219E+12,Delirium tremens,데릴리움 tremens,Tripel,0.941014244,원본CSV:Final_250_Beer_Master_List_Ultimate; OpenFoodFacts:match(score=100.0)
191,5.4111E+12,Chimay Blue (Bleu),시메이 Blue (Bleu),Tripel,0.957846634,원본CSV:Final_250_Beer_Master_List_Ultimate; OpenFoodFacts:no_record
60,5.42503E+12,Winter Mess,Winter Mess,Christmas,0.94767874,원본CSV:Final_250_Beer_Master_List_Ultimate; OpenFoodFacts:match(score=100.0)
51,5.41108E+12,Bière,Bière,Strong ale,1.045714059,원본CSV:Final_250_Beer_Master_List_Ultimate; OpenFoodFacts:match(score=100.0)
144,5.41152E+12,Grimbergen Double Ambree,그림베르겐 두벨 Ambree,Lambic,0.800029359,원본CSV:Final_250_Beer_Master_List_Ultimate; OpenFoodFacts:no_record
28,5.42504E+12,Piraat Triple Hop,피라트 트리펠 Hop,Pils/Lager,0.831869774,원본CSV:Final_250_Beer_Master_List_Ultimate; OpenFoodFacts:no_record
41,5.41166E+12,Tongerlo Blond,통겔로 블론드,Lambic,0.866287339,원본CSV:Final_250_Beer_Master_List_Ultimate; OpenFoodFacts:no_record
153,5.42501E+12,Houblon Chouffe,Houblon 슈프,Kriek,0.840419778,원본CSV:Final_250_Beer_Master_List_Ultimate; OpenFoodFacts:no_record
146,54004009,Scotch Ale,Scotch 에일,Scotch,0.915399835,원본CSV:Final_250_Beer_Master_List_Ultimate; OpenFoodFacts:match(score=100.0)
168,5.41026E+12,Mort Subite Kriek,Mort Subite 크릭,Scotch,0.927113612,원본CSV:Final_250_Beer_Master_List_Ultimate; OpenFoodFacts:no_record
30,5.43E+12,Rodenbach Classic,로덴바흐 Classic,Blond,0.90982337,원본CSV:Final_250_Beer_Master_List_Ultimate; OpenFoodFacts:no_record
36,5.4129E+12,Rochefort 8,로슈포르 8,Brown,0.96118371,원본CSV:Final_250_Beer_Master_List_Ultimate; OpenFoodFacts:no_record
126,54085060,Rouge rubis,Rouge rubis,Amber,0.930439595,원본CSV:Final_250_Beer_Master_List_Ultimate; OpenFoodFacts:match(score=100.0)
162,5.42502E+12,Trappiste quadruple,Trappiste quadruple,Lambic,0.852784869,원본CSV:Final_250_Beer_Master_List_Ultimate; OpenFoodFacts:match(score=100.0)
123,5.42503E+12,Wolf 8 Dubbel,Wolf 8 두벨,Stout/Porter,0.938269483,원본CSV:Final_250_Beer_Master_List_Ultimate; OpenFoodFacts:no_record
130,5.42503E+12,Mc Chouffe,Mc 슈프,Brut,0.94225615,원본CSV:Final_250_Beer_Master_List_Ultimate; OpenFoodFacts:no_record
8,5.42501E+12,Gulden Draak 9000 Quad,굴덴 드라크 9000 Quad,Hoppy,0.930439595,원본CSV:Final_250_Beer_Master_List_Ultimate; OpenFoodFacts:no_record
31,5.41168E+12,Duvel Tripel Hop Citra,듀벨 트리펠 Hop Citra,Hoppy,0.973127854,원본CSV:Final_250_Beer_Master_List_Ultimate; OpenFoodFacts:match(score=100.0)
52,8.71595E+12,Bavaria Premium Lager,Bavaria Premium 라거,Stout/Porter,0.910357557,원본CSV:Final_250_Beer_Master_List_Ultimate; OpenFoodFacts:no_record
9,5.41108E+12,Hoppy,Hoppy,Hoppy,0.849419414,원본CSV:Final_250_Beer_Master_List_Ultimate; OpenFoodFacts:match(score=100.0)
204,5.42501E+12,Tripel,트리펠,Tripel,0.957607287,원본CSV:Final_250_Beer_Master_List_Ultimate; OpenFoodFacts:match(score=100.0)
94,5.41219E+12,Averbode,Averbode,Blond,0.873901598,원본CSV:Final_250_Beer_Master_List_Ultimate; OpenFoodFacts:match(score=100.0)
131,5.41077E+12,MC Chouffe dunkel,MC 슈프 dunkel,Scotch,0.910357557,원본CSV:Final_250_Beer_Master_List_Ultimate; OpenFoodFacts:match(score=100.0)
75,5.41278E+12,Geuze Boon à l’Ancienne,Geuze 분 à l’Ancienne,Lambic,0.85672889,원본CSV:Final_250_Beer_Master_List_Ultimate; OpenFoodFacts:match(score=100.0)
34,5.41168E+12,"Maredsous,Duvel Moortgat","Maredsous,듀벨 Moortgat",Tripel,0.989672248,원본CSV:Final_250_Beer_Master_List_Ultimate; OpenFoodFacts:match(score=100.0)
108,5.42501E+12,Achel Bruin,아헬 브라운,Brown,0.898725182,원본CSV:Final_250_Beer_Master_List_Ultimate; OpenFoodFacts:match(score=100.0)
187,5.42502E+12,Cerveja Belga Brugse Zot Dubbel - 330ml,Cerveja Belga Brugse Zot 두벨 - 330ml,Dubbel,0.835373452,원본CSV:Final_250_Beer_Master_List_Ultimate; OpenFoodFacts:match(score=100.0)
45,5.41234E+12,Trappist tripel,트라피스트 트리펠,Tripel,0.952550294,원본CSV:Final_250_Beer_Master_List_Ultimate; OpenFoodFacts:match(score=100.0)
154,5.42503E+12,Achel Extra Bruin,아헬 Extra 브라운,Tripel,0.937517892,원본CSV:Final_250_Beer_Master_List_Ultimate; OpenFoodFacts:no_record
121,5.41424E+12,Duvel Tripel Hop Cashmere,듀벨 트리펠 Hop Cashmere,Blond,0.791339704,원본CSV:Final_250_Beer_Master_List_Ultimate; OpenFoodFacts:no_record
242,5.41214E+12,Cristal Alken,크리스탈 알켄,Saison,0.829625353,원본CSV:Final_250_Beer_Master_List_Ultimate; OpenFoodFacts:no_record
208,54079052,Wit,위트,Wheat,0.766412847,원본CSV:Final_250_Beer_Master_List_Ultimate; OpenFoodFacts:match(score=100.0)
38,5.41286E+11,Bavik Super Pils,Bavik Super 필스너,Christmas,1.004321374,원본CSV:Final_250_Beer_Master_List_Ultimate; BarcodeFix:recalc_check_digit(high (check-digit fix only)); OpenFoodFacts:no_record
170,5.41166E+12,Duvel,듀벨,Strong ale,1.009663317,원본CSV:Final_250_Beer_Master_List_Ultimate; OpenFoodFacts:no_record
214,5.42501E+12,Gulden Draak Classic,굴덴 드라크 Classic,Christmas,0.976808337,원본CSV:Final_250_Beer_Master_List_Ultimate; OpenFoodFacts:no_record
35,8.71141E+12,Trappist Blonde,트라피스트 블론드,Blond,0.807196661,원본CSV:Final_250_Beer_Master_List_Ultimate; OpenFoodFacts:match(score=100.0)
215,5.41396E+12,Guldenberg,Guldenberg,Blond,0.895146189,원본CSV:Final_250_Beer_Master_List_Ultimate; OpenFoodFacts:match(score=100.0)
235,5.41286E+12,Trappist Rochefort 10,트라피스트 로슈포르 10,Strong ale,1.018700499,원본CSV:Final_250_Beer_Master_List_Ultimate; OpenFoodFacts:match(score=100.0)
89,5.41298E+12,Gouden Carolus Tripel,구덴 카롤루스 트리펠,Brown,0.958802703,원본CSV:Final_250_Beer_Master_List_Ultimate; OpenFoodFacts:no_record
114,5.41077E+12,Chouffe,슈프,Hoppy,0.950851459,원본CSV:Final_250_Beer_Master_List_Ultimate; OpenFoodFacts:match(score=100.0)
181,5.4129E+12,Kapittel,Kapittel,Christmas,0.934750875,원본CSV:Final_250_Beer_Master_List_Ultimate; OpenFoodFacts:match(score=100.0)
225,5.41166E+12,Piraat,피라트,Strong ale,1.009450896,원본CSV:Final_250_Beer_Master_List_Ultimate; OpenFoodFacts:match(score=100.0)
57,5.41023E+12,hoegarden grand cru,hoegarden grand cru,Tripel,0.932727367,원본CSV:Final_250_Beer_Master_List_Ultimate; OpenFoodFacts:match(score=100.0)
143,5.41023E+12,Victoria Strong Blond (AB InBev),빅토리아 스트롱 블론드 (AB InBev),Hoppy,0.876506504,원본CSV:Final_250_Beer_Master_List_Ultimate; OpenFoodFacts:no_record
133,5.4129E+12,kapittel,kapittel,Strong ale,0.991226076,원본CSV:Final_250_Beer_Master_List_Ultimate; OpenFoodFacts:match(score=100.0)
182,5.42503E+12,Papegaei,Papegaei,Stout/Porter,0.921166051,원본CSV:Final_250_Beer_Master_List_Ultimate; OpenFoodFacts:no_record
17,5.42501E+12,Arend Tripel,아렌드 트리펠,Tripel,0.945960704,원본CSV:Final_250_Beer_Master_List_Ultimate; OpenFoodFacts:no_record
229,62067029172,Miller Lite,밀러 Lite,Wheat,0.913283902,원본CSV:Final_250_Beer_Master_List_Ultimate; BarcodeFix:unresolved_nonstandard_length(low (cannot verify barcode online)); OpenFoodFacts:no_record; Status:unresolved_barcode_or_nonbeer
148,5.43E+12,Westvleteren 12,베스트블레테렌 12,Strong ale,1.017033339,원본CSV:Final_250_Beer_Master_List_Ultimate; BarcodeFix:replace_with_published_EAN(high (multiple retailer sources)); ExternalEANMatch:sklepimpuls/slijterijberendsen/drankgigant; OpenFoodFacts:no_record; Status:match_confirmed
248,5.41026E+12,Blonde,블론드,Blond,0.831869774,원본CSV:Final_250_Beer_Master_List_Ultimate; OpenFoodFacts:match(score=100.0)
65,5.41128E+12,Delta IPA,Delta 아이피에이,Hoppy,0.839792184,원본CSV:Final_250_Beer_Master_List_Ultimate; OpenFoodFacts:match(score=100.0)
73,5.41077E+12,33CL BIERE BLONDE CHOUFFE 8%V,33CL BIERE 블론드 CHOUFFE 8%V,Blond,0.901458321,원본CSV:Final_250_Beer_Master_List_Ultimate; OpenFoodFacts:match(score=100.0)
198,54079007,Pater 6,Pater 6,Dubbel,0.853698212,원본CSV:Final_250_Beer_Master_List_Ultimate; OpenFoodFacts:match(score=100.0)
91,8.71141E+12,Quadrupel,Quadrupel,Strong ale,1.006252051,원본CSV:Final_250_Beer_Master_List_Ultimate; OpenFoodFacts:match(score=100.0)
217,5.42501E+12,lucifer,lucifer,Tripel,0.919078092,원본CSV:Final_250_Beer_Master_List_Ultimate; OpenFoodFacts:match(score=100.0)
163,5.42502E+12,Straffe Hendrik,Straffe Hendrik,Tripel,0.966141733,원본CSV:Final_250_Beer_Master_List_Ultimate; OpenFoodFacts:no_record
68,9999999999,Duschgel - Iris,Duschgel - Iris,Tripel,0.940516485,원본CSV:Final_250_Beer_Master_List_Ultimate; BarcodeFix:not_a_beer_item(high); OpenFoodFacts:match(score=100.0); Status:unresolved_barcode_or_nonbeer
15,54079045,Duvel (Short Code),듀벨 (Short Code),Tripel,0.89181612,원본CSV:Final_250_Beer_Master_List_Ultimate; OpenFoodFacts:no_record
1,5.41397E+12,Cara Pils (Everyday),Cara 필스너 (Everyday),Brut,0.971507782,원본CSV:Final_250_Beer_Master_List_Ultimate; OpenFoodFacts:no_record
71,5.41023E+12,Leffe Royale Whitbread Golding 33cl,레페 로얄 윗브래드 골딩 33cl,Blond,0.875061263,원본CSV:Final_250_Beer_Master_List_Ultimate; ExternalEANMatch:mille-et-une-bieres; OpenFoodFacts:no_record; Status:mismatch_confirmed
102,5.41191E+12,Keizer Karel Robijn Rood,Keizer Karel Robijn Rood,Christmas,1.009450896,원본CSV:Final_250_Beer_Master_List_Ultimate; OpenFoodFacts:no_record
140,54050082,Tripel Karmeliet,트리펠 카르멜리엣,Tripel,0.922465945,원본CSV:Final_250_Beer_Master_List_Ultimate; OpenFoodFacts:match(score=100.0)
67,5.42503E+12,St-Feuillien Grand Cru,St-Feuillien Grand Cru,Stout/Porter,0.903361336,원본CSV:Final_250_Beer_Master_List_Ultimate; OpenFoodFacts:no_record
210,5.41398E+12,Ramée Ambrée,Ramée Ambrée,Amber,0.883093359,원본CSV:Final_250_Beer_Master_List_Ultimate; OpenFoodFacts:match(score=100.0)
189,5.41023E+12,"Leffe triple 8,5°","레페 트리펠 8,5°",Tripel,0.942504106,원본CSV:Final_250_Beer_Master_List_Ultimate; OpenFoodFacts:match(score=100.0)
233,5.41302E+12,Satan Gold,Satan Gold,Scotch,0.903361336,원본CSV:Final_250_Beer_Master_List_Ultimate; OpenFoodFacts:no_record
199,5.41186E+12,Traditional Blond,Traditional 블론드,Tripel,0.937768567,원본CSV:Final_250_Beer_Master_List_Ultimate; OpenFoodFacts:match(score=100.0)
63,7.01197E+11,Tripel,트리펠,Amber,1.004321374,원본CSV:Final_250_Beer_Master_List_Ultimate; OpenFoodFacts:match(score=100.0)
95,5.41214E+12,St Feuillien De Noël 33cl,St Feuillien De Noël 33cl,Christmas,0.96449534,원본CSV:Final_250_Beer_Master_List_Ultimate; OpenFoodFacts:match(score=100.0)
25,54079014,prior 8,prior 8,Brown,0.898450919,원본CSV:Final_250_Beer_Master_List_Ultimate; OpenFoodFacts:match(score=100.0)
203,5.42502E+12,Paix Dieu (Full Moon Beer),페디외 (Full Moon Beer),Brett/cofermented,1.036628895,원본CSV:Final_250_Beer_Master_List_Ultimate; OpenFoodFacts:no_record
85,54112018,Bruggs Bouteille De Biere Brugs Triple 8.7,Bruggs Bouteille De Biere Brugs 트리펠 8.7,Tripel,0.943741766,원본CSV:Final_250_Beer_Master_List_Ultimate; OpenFoodFacts:match(score=100.0)
3,54055308,Ciney,Ciney,Blond,0.833147112,원본CSV:Final_250_Beer_Master_List_Ultimate; OpenFoodFacts:match(score=100.0)
21,5.41278E+12,Geuze Marriage Parfait,Geuze Marriage Parfait,Lambic,0.92788341,원본CSV:Final_250_Beer_Master_List_Ultimate; OpenFoodFacts:match(score=100.0)
192,5.41069E+12,Deus Brut des Flandres,Deus Brut des Flandres,Brut,1.05671433,원본CSV:Final_250_Beer_Master_List_Ultimate; OpenFoodFacts:match(score=100.0)
239,54055049,Cerveza &quot;Judas&quot;,Cerveza &quot;Judas&quot;,Tripel,0.941014244,원본CSV:Final_250_Beer_Master_List_Ultimate; OpenFoodFacts:match(score=100.0)
117,9.12004E+12,Gregorius Trappistenbier,Gregorius Trappistenbier,Strong ale,1.051345499,원본CSV:Final_250_Beer_Master_List_Ultimate; OpenFoodFacts:match(score=100.0)
171,5.42503E+12,Bertinchamps Triple,Bertinchamps 트리펠,Tripel,0.962606073,원본CSV:Final_250_Beer_Master_List_Ultimate; OpenFoodFacts:match(score=100.0)
103,5.42502E+12,Troubadour Westkust,트루바두르 Westkust,Stout/Porter,1.06595298,원본CSV:Final_250_Beer_Master_List_Ultimate; BarcodeFix:recalc_check_digit(high (check-digit fix only)); OpenFoodFacts:suggests='Caulier Tripel 33 CL Fles'(score=31.818181818181813)
175,5.41026E+12,Biere d'abbaye,Biere d'abbaye,Strong ale,1.003891166,원본CSV:Final_250_Beer_Master_List_Ultimate; OpenFoodFacts:match(score=100.0)
196,5.41155E+12,Bush Caractère,Bush Caractère,Strong ale,1.06069784,원본CSV:Final_250_Beer_Master_List_Ultimate; OpenFoodFacts:match(score=100.0)
4,54079021,St. Bernardus Abt 12,세인트 버나두스 Abt 12,Strong ale,1.004321374,원본CSV:Final_250_Beer_Master_List_Ultimate; OpenFoodFacts:match(score=100.0)
99,5.41397E+12,Cerveza Artesana Malheur 12 12%,Cerveza Artesana Malheur 12 12%,Strong ale,1.001517377,원본CSV:Final_250_Beer_Master_List_Ultimate; OpenFoodFacts:match(score=100.0)
157,5.42502E+12,Caulier Tripel 33 CL Fles,Caulier 트리펠 33 CL Fles,Tripel,1.036628895,원본CSV:Final_250_Beer_Master_List_Ultimate; OpenFoodFacts:match(score=100.0)
